identifier,title,date,creator,venue,url
ajc00814_pee-wee-fist-2002-09-21,Pee Wee Fist Live at Beat Kitchen 2002-09-21,9/21/02,Pee Wee Fist,Beat Kitchen 2002-09-21,https://archive.org/details/ajc00814_pee-wee-fist-2002-09-21
ajc00815_pele-2003-12-22,Pele Live at Schubas Tavern 2003-12-22,12/22/03,Pele,Schubas Tavern 2003-12-22,https://archive.org/details/ajc00815_pele-2003-12-22
ajc00816_pete-krebs-2003-04-04,Pete Krebs & The Who Now Live at Hideout 2003-04-04,4/4/03,Pete Krebs & The Who Now,Hideout 2003-04-04,https://archive.org/details/ajc00816_pete-krebs-2003-04-04
ajc00817_pete-krebs-2003-04-07,Pete Krebs & The Who Now Live at Empty Bottle 2003-04-07,4/7/03,Pete Krebs & The Who Now,Empty Bottle 2003-04-07,https://archive.org/details/ajc00817_pete-krebs-2003-04-07
ajc00818_pete-krebs-2003-04-11,Pete Krebs & The Who Now Live at Hideout 2003-04-11,4/11/03,Pete Krebs & The Who Now,Hideout 2003-04-11,https://archive.org/details/ajc00818_pete-krebs-2003-04-11
ajc00819_pete-krebs-2003-04-14,Pete Krebs & The Who Now Live at Schubas Tavern 2003-04-14,4/14/03,Pete Krebs & The Who Now,Schubas Tavern 2003-04-14,https://archive.org/details/ajc00819_pete-krebs-2003-04-14
ajc00820_pete-krebs-2003-04-28,Pete Krebs & The Who Now Live at Schubas Tavern 2003-04-28,4/28/03,Pete Krebs & The Who Now,Schubas Tavern 2003-04-28,https://archive.org/details/ajc00820_pete-krebs-2003-04-28
ajc00823_pinevalleycosmonauts2002-07-13,Pine Valley Cosmonauts Live at Chicago Folk and Roots Festival 2002-07-13,7/13/02,Pine Valley Cosmonauts,Chicago Folk and Roots Festival,https://archive.org/details/ajc00823_pinevalleycosmonauts2002-07-13
ajc00824_pvc2003-07-18.ajcproject,Pine Valley Cosmonauts Live at Schubas Tavern on 2003-07-18,7/18/03,Jon Langford,Schubas Tavern,https://archive.org/details/ajc00824_pvc2003-07-18.ajcproject
ajc00825_pvc2004-04-19.ajcproject,Pine Valley Cosmonauts Live at Chicago Cultural Center on 2004-04-19,4/19/04,Jon Langford,Chicago Cultural Center,https://archive.org/details/ajc00825_pvc2004-04-19.ajcproject
ajc00826_pcvcg-2007-02-27,Plastic Crimewave Vision Celestial Guitarkestra Live at Empty Bottle 2007-02-27,2/27/07,Plastic Crimewave Vision Celestial Guitarkestra,Empty Bottle 2007-02-27,https://archive.org/details/ajc00826_pcvcg-2007-02-27
ajc00828_plus_minus_2003-01-11,Plus/Minus Live at Abbey Pub 2003-01-11,1/11/03,Plus/Minus,Abbey Pub 2003-01-11,https://archive.org/details/ajc00828_plus_minus_2003-01-11
ajc00829_plusminus2010-09-22,Plus/Minus Live at Empty Bottle 2010-09-22,9/22/10,Plus/Minus,Empty Bottle 2010-09-22,https://archive.org/details/ajc00829_plusminus2010-09-22
ajc00831_radar_bros_2002-11-05,Radar Bros. Live at Empty Bottle 2002-11-05,11/5/02,Radar Bros.,Empty Bottle 2002-11-05,https://archive.org/details/ajc00831_radar_bros_2002-11-05
ajc00832_rick-rizzo-2006-03-21,Rick Rizzo Live at Double Door 2006-03-21,3/21/06,Rick Rizzo,Double Door 2006-03-21,https://archive.org/details/ajc00832_rick-rizzo-2006-03-21
ajc00837_stimms-johnsons2005-03-26.ajcproject,Sally Timms and the Johnsons Live at Park West on 2005-03-26,3/26/05,Sally Timms,Park West,https://archive.org/details/ajc00837_stimms-johnsons2005-03-26.ajcproject
ajc00838_stimms-thejohnsons2004-05-29.ajcproject,Sally Timms and the Johnsons Live at Abbey Pub on 2004-05-29,5/29/04,Sally Timms,Abbey Pub,https://archive.org/details/ajc00838_stimms-thejohnsons2004-05-29.ajcproject
ajc00839_saturday-looks-good-to-me-2004-09-18,Saturday Looks Good To Me Live at Abbey Pub 2004-09-18,9/18/04,Saturday Looks Good To Me,Abbey Pub 2004-09-18,https://archive.org/details/ajc00839_saturday-looks-good-to-me-2004-09-18
ajc00840_saturday-looks-good-to-me-2005-05-28,Saturday Looks Good To Me Live at Schubas Tavern 2005-05-28,5/28/05,Saturday Looks Good To Me,Schubas Tavern 2005-05-28,https://archive.org/details/ajc00840_saturday-looks-good-to-me-2005-05-28
ajc00841_scott-mccaughey-1997-08-16,Scott McCaughey Live at Lounge Ax 1997-08-16,8/16/97,Scott McCaughey,Lounge Ax 1997-08-16,https://archive.org/details/ajc00841_scott-mccaughey-1997-08-16
ajc00843_slow-dazzle-2005-08-21,Slow Dazzle Live at Schubas Tavern 2005-08-21,8/21/05,Slow Dazzle,Schubas Tavern 2005-08-21,https://archive.org/details/ajc00843_slow-dazzle-2005-08-21
ajc00847_stevewynn2001-11-24.ajcproject,Steve Wynn & The Miracle 3 Live at Schubas Tavern on 2001-11-24,11/24/01,Steve Wynn,Schubas Tavern,https://archive.org/details/ajc00847_stevewynn2001-11-24.ajcproject
ajc00848_stevewynn2006-03-21.ajcproject,Steve Wynn and the Miracle Three Live at Double Door on 2006-03-21,3/21/06,Steve Wynn,Double Door,https://archive.org/details/ajc00848_stevewynn2006-03-21.ajcproject
ajc00850_the-1900s_2011-04-22,The 1900s Live at Lincoln Hall 2011-04-22,4/22/11,The 1900s,Lincoln Hall 2011-04-22,https://archive.org/details/ajc00850_the-1900s_2011-04-22
ajc00852_clean_2003-06-07,The Clean Live at The Vic Theatre 2003-06-07,6/7/03,The Clean,The Vic Theatre 2003-06-07,https://archive.org/details/ajc00852_clean_2003-06-07
ajc00853_the-clerics-2004-03-27,The Clerics Live at Gunther Murphy's 2004-03-27,3/27/04,The Clerics,Gunther Murphy's 2004-03-27,https://archive.org/details/ajc00853_the-clerics-2004-03-27
ajc00854_creation_2002-09-18,The Creation Live at Beat Kitchen 2002-09-18,9/18/02,The Creation,Beat Kitchen 2002-09-18,https://archive.org/details/ajc00854_creation_2002-09-18
ajc00855_dbs1984-12-05,The dB's Live at Cabaret Metro 1984-12-05,12/5/84,The dB's,Cabaret Metro 1984-12-05,https://archive.org/details/ajc00855_dbs1984-12-05
ajc00856_the_ocean_blue_2004-09-24,The Ocean Blue Live at Schubas Tavern 2004-09-24,9/24/04,The Ocean Blue,Schubas Tavern 2004-09-24,https://archive.org/details/ajc00856_the_ocean_blue_2004-09-24
ajc00857_dittybops2005-06-17.ajcproject,The Ditty Bops Live at Hideout on 2005-06-17,6/17/05,The Ditty Bops,Hideout,https://archive.org/details/ajc00857_dittybops2005-06-17.ajcproject
ajc00858_the-ex-2003-09-05,The Ex Live at Abbey Pub 2003-09-05,9/5/03,The Ex,Abbey Pub 2003-09-05,https://archive.org/details/ajc00858_the-ex-2003-09-05
ajc00859_the-ex-2004-09-15,The Ex Live at Empty Bottle 2004-09-15,9/15/05,The Ex,Empty Bottle 2004-09-15,https://archive.org/details/ajc00859_the-ex-2004-09-15
ajc00860_thefeelies1986-09-26,The Feelies Live at West End 1986-09-26,9/26/86,The Feelies,West End 1986-09-26,https://archive.org/details/ajc00860_thefeelies1986-09-26
ajc00861_feelies_1988-03-19,The Feelies Live at Cubby Bear 1988-03-19,3/19/88,The Feelies,Cubby Bear 1988-03-19,https://archive.org/details/ajc00861_feelies_1988-03-19
ajc00862_the-fire-theft-2003-10-08,The Fire Theft Live at Bottom Lounge 2003-10-08,10/8/03,The Fire Theft,Bottom Lounge 2003-10-08,https://archive.org/details/ajc00862_the-fire-theft-2003-10-08
ajc00864_firebird-band-2005-04-23,The Firebird Band Live at Beat Kitchen 2005-04-23,4/23/05,The Firebird Band,Beat Kitchen 2005-04-23,https://archive.org/details/ajc00864_firebird-band-2005-04-23
ajc00866_frames2002-02-23.ajcproject,The Frames Live at Abbey Pub on 2002-02-23,2/23/02,The Frames,Abbey Pub,https://archive.org/details/ajc00866_frames2002-02-23.ajcproject
ajc00867_frames2002-02-28.ajcproject,The Frames Live at Schubas Tavern on 2002-02-28,2/28/02,The Frames,Schubas Tavern,https://archive.org/details/ajc00867_frames2002-02-28.ajcproject
ajc00868_frames2002-10-05.ajcproject,The Frames Live at Metro on 2002-10-05,10/5/02,The Frames,Metro,https://archive.org/details/ajc00868_frames2002-10-05.ajcproject
ajc00869_glenhansard2002-10-06.ajcproject,Glen Hansard Live at Hideout on 2002-10-06,10/6/02,Glen Hansard,Hideout,https://archive.org/details/ajc00869_glenhansard2002-10-06.ajcproject
ajc00870_frames2003-06-08.ajcproject,The Frames Live at Abbey Pub on 2003-06-08,6/8/03,The Frames,Abbey Pub,https://archive.org/details/ajc00870_frames2003-06-08.ajcproject
ajc00871_the_go_team_2005-07-16,The Go! Team Live at Intonation Festival - Union Park 2005-07-16,7/16/05,The Go! Team,Intonation Festival - Union Park 2005-07-16,https://archive.org/details/ajc00871_the_go_team_2005-07-16
ajc00873_TheLongWinters2004-10-11.ajcproject,The Long Winters Live at Subterranean on 2004-10-11,10/11/04,The Long Winters,Subterranean,https://archive.org/details/ajc00873_TheLongWinters2004-10-11.ajcproject
ajc00874_the_owls_2004-09-24,The Owls Live at Schubas Tavern 2004-09-24,9/24/04,The Owls,Schubas Tavern 2004-09-24,https://archive.org/details/ajc00874_the_owls_2004-09-24
ajc00875_unicorns2003-12-04,The Unicorns Live at Schubas Tavern 2003-12-04,12/4/03,The Unicorns,Schubas Tavern 2003-12-04,https://archive.org/details/ajc00875_unicorns2003-12-04
ajc00876_the_wedding_present_2010-04-16,The Wedding Present Live at Double Door 2010-04-16,2010-04,The Wedding Present,Double Door 2010-04-16,https://archive.org/details/ajc00876_the_wedding_present_2010-04-16
ajc00877_thewrens2009-07-24,The Wrens Live at Schubas Tavern 2009-07-24,7/24/09,The Wrens,Schubas Tavern 2009-07-24,https://archive.org/details/ajc00877_thewrens2009-07-24
ajc00878_thewrens2009-07-25,The Wrens Live at Schubas Tavern 2009-07-25,7/25/09,The Wrens,Schubas Tavern 2009-07-25,https://archive.org/details/ajc00878_thewrens2009-07-25
ajc00879_thisismesmiling2005-04-23,This Is Me Smiling Live at Metro 2005-04-23,4/23/05,This Is Me Smiling,Metro 2005-04-23,https://archive.org/details/ajc00879_thisismesmiling2005-04-23
ajc00880_TimEaston2003-02-13.ajcproject,Tim Easton Live at Abbey Pub on 2003-02-13,2/13/03,Tim Easton,Abbey Pub,https://archive.org/details/ajc00880_TimEaston2003-02-13.ajcproject
ajc00881_TimEaston2003-06-06.ajcproject,Tim Easton Live at Abbey Pub on 2003-06-06,6/6/03,Tim Easton,Abbey Pub,https://archive.org/details/ajc00881_TimEaston2003-06-06.ajcproject
ajc00882_TimEaston2003-09-14.ajcproject,Tim Easton Live at Gunther Murphy's on 2003-09-14,9/14/03,Tim Easton,Gunther Murphy's,https://archive.org/details/ajc00882_TimEaston2003-09-14.ajcproject
ajc00883_TimEaston2005-08-06.ajcproject,Tim Easton Live at Schubas Tavern on 2005-08-06,8/6/05,Tim Easton,Schubas Tavern,https://archive.org/details/ajc00883_TimEaston2005-08-06.ajcproject
ajc00885_vandermark5_2004-08-19,The Vandermark 5 Live at Schubas Tavern 2004-08-19,8/19/04,The Vandermark 5,Schubas Tavern 2004-08-19,https://archive.org/details/ajc00885_vandermark5_2004-08-19
ajc00886_vandermark5_2010-08-24,The Vandermark 5 Live at Elastic 2010-08-24,8/24/10,The Vandermark 5,Elastic 2010-08-24,https://archive.org/details/ajc00886_vandermark5_2010-08-24
ajc00887_versus2003-01-11,Versus Live at Abbey Pub 2003-01-11,1/11/03,Versus,Abbey Pub 2003-01-11,https://archive.org/details/ajc00887_versus2003-01-11
ajc00888_versus2004-04-10,Versus Live at Abbey Pub 2004-04-10,4/10/04,Versus,Abbey Pub 2004-04-10,https://archive.org/details/ajc00888_versus2004-04-10
ajc00890_wacobros2002-09-28.ajcproject,Waco Brothers Live at Beat Kitchen on 2002-09-28,9/28/02,Waco Brothers,Beat Kitchen,https://archive.org/details/ajc00890_wacobros2002-09-28.ajcproject
ajc00891_wacobros2009-09-12.ajcproject,Waco Brothers Live at Hideout Block Party on 2009-09-12,9/12/09,Waco Brothers,Hideout Block Party,https://archive.org/details/ajc00891_wacobros2009-09-12.ajcproject
ajc00892_wacobros2010-01-18.ajcproject,Waco Brothers Live at Hideout on 2010-01-18,1/18/10,Waco Brothers,Hideout,https://archive.org/details/ajc00892_wacobros2010-01-18.ajcproject
ajc00893_walkingconcert2004-10-07,Walking Concert Live at Bottom Lounge 2004-10-07,10/7/04,Walking Concert,Bottom Lounge 2004-10-07,https://archive.org/details/ajc00893_walkingconcert2004-10-07
ajc00895_wire_2003-06-25,Wire Live at Double Door 2003-06-25,6/25/03,Wire,Double Door 2003-06-25,https://archive.org/details/ajc00895_wire_2003-06-25
ajc00899_big-star-1999-05-06,Big Star Live at Caberet Metro 1999-05-06,5/6/99,Big Star,Caberet Metro 1999-05-06,https://archive.org/details/ajc00899_big-star-1999-05-06
ajc00901_portastatic2003-04-09,Portastatic Live at Empty Bottle 2003-04-09,4/9/03,Portastatic,Empty Bottle 2003-04-09,https://archive.org/details/ajc00901_portastatic2003-04-09
ajc00903_mekons2002-09-12.ajcproject,Mekons Live at Fireside Bowl on 2002-09-12,9/12/02,Mekons,Fireside Bowl,https://archive.org/details/ajc00903_mekons2002-09-12.ajcproject
ajc00905_mekons2002-09-13.ajcproject,Mekons Live at Abbey Pub on 2002-09-13,9/13/02,Mekons,Abbey Pub,https://archive.org/details/ajc00905_mekons2002-09-13.ajcproject
ajc00906_mekons2002-09-14.ajcproject,Mekons Live at Fitzgerald's on 2002-09-14,9/14/02,Mekons,Fitzgerald's,https://archive.org/details/ajc00906_mekons2002-09-14.ajcproject
ajc00911_jlangford2000-01-27.ajcproject,Jon Langford and Six Proud Walkers Live at Hideout on 2000-01-27,1/27/00,Jon Langford,Hideout,https://archive.org/details/ajc00911_jlangford2000-01-27.ajcproject
ajc00912_pvc2002-05-31.ajcproject,Pine Valley Cosmonauts Live at Abbey Pub on 2002-05-31,5/31/02,Jon Langford,Abbey Pub,https://archive.org/details/ajc00912_pvc2002-05-31.ajcproject
ajc00916_sonic-youth-1988-11-05,Sonic Youth Live at Cabaret Metro 1988-11-05,11/5/88,Sonic Youth,Cabaret Metro 1988-11-05,https://archive.org/details/ajc00916_sonic-youth-1988-11-05
ajc00917_sonic-youth-1986-07-17,Sonic Youth Live at Caberet Metro 1986-07-17,7/17/86,Sonic Youth,Caberet Metro 1986-07-17,https://archive.org/details/ajc00917_sonic-youth-1986-07-17
ajc00918_sonicyouth2002-08-17,Sonic Youth LIve at Metro 2002-08-17,8/17/02,Sonic Youth,Metro 2002-08-17,https://archive.org/details/ajc00918_sonicyouth2002-08-17
ajc00919_sonic-youth-2002-08-18,Sonic Youth Live at Metro 2002-08-18,8/18/02,Sonic Youth,Metro 2002-08-18,https://archive.org/details/ajc00919_sonic-youth-2002-08-18
ajc00920_sonicyouth2006-08-05,Sonic Youth Live at Double Door 2006-08-05,8/5/06,Sonic Youth,Double Door 2006-08-05,https://archive.org/details/ajc00920_sonicyouth2006-08-05
ajc00921_sonic-youth-2007-07-13,Sonic Youth Live at Pitchfork Music Festival - Union Park 2007-07-13,7/13/07,Sonic Youth,Pitchfork Music Festival - Union Park 2007-07-13,https://archive.org/details/ajc00921_sonic-youth-2007-07-13
ajc00922_the-sadies-2002-09-14,The Sadies Live at Fitzgerald's 2002-09-14,9/14/02,The Sadies,Fitzgerald's 2002-09-14,https://archive.org/details/ajc00922_the-sadies-2002-09-14
ajc00924_scotyardgospchoir2005-02-27,The Scotland Yard Gospel Choir Live at Beat Kitchen 2005-02-27,2/27/05,The Scotland Yard Gospel Choir,Beat Kitchen 2005-02-27,https://archive.org/details/ajc00924_scotyardgospchoir2005-02-27
ajc00925_smokingpopes2007-07-27,Smoking Popes Live at Double Door 2007-07-27,7/27/07,Smoking Popes,Double Door 2007-07-27,https://archive.org/details/ajc00925_smokingpopes2007-07-27
ajc00926_satellite66_2004-01-22,Satellite 66 Live at Schubas Tavern 2004-01-22,1/22/04,Satellite 66,Schubas Tavern 2004-01-22,https://archive.org/details/ajc00926_satellite66_2004-01-22
ajc00927_satellite66_2004-08-14,Satellite 66 Live at Schubas Tavern 2004-08-14,8/14/04,Satellite 66,Schubas Tavern 2004-08-14,https://archive.org/details/ajc00927_satellite66_2004-08-14
ajc00928_scotydgospchoir2004-02-26,The Scotland Yard Gospel Choir Live at Bottom Lounge 2004-02-26,2/26/04,The Scotland Yard Gospel Choir,Bottom Lounge 2004-02-26,https://archive.org/details/ajc00928_scotydgospchoir2004-02-26
ajc00929_saturdaylooksgoodtome2004-05-31,Saturday Looks Good To Me Live at Subterranean 2004-05-31,5/5/04,Saturday Looks Good To Me,Subterranean 2004-05-31,https://archive.org/details/ajc00929_saturdaylooksgoodtome2004-05-31
ajc00930_the-slugs-2004-05-22,The Slugs Live at Schubas Tavern 2004-05-22,5/22/04,The Slugs,Schubas Tavern 2004-05-22,https://archive.org/details/ajc00930_the-slugs-2004-05-22
ajc00931_scotydgospchoir2004-07-21,The Scotland Yard Gospel Choir Live at Empty Bottle 2004-07-21,7/21/04,The Scotland Yard Gospel Choir,Empty Bottle 2004-07-21,https://archive.org/details/ajc00931_scotydgospchoir2004-07-21
ajc00932_justinroberts2004-07-11,Justin Roberts Live at Schubas Tavern 2004-07-11,7/11/04,Justin Roberts,Schubas Tavern 2004-07-11,https://archive.org/details/ajc00932_justinroberts2004-07-11
ajc00934_abird2003-09-06.ajcproject,Andrew Bird Live at Hideout Block Party on 2003-09-06,9/6/03,Andrew Bird,Hideout Block Party,https://archive.org/details/ajc00934_abird2003-09-06.ajcproject
ajc00935_BS1998-10-26.ajcproject,Belle & Sebastian Live at Metro on 1998-10-26,10/26/98,Belle & Sebastian,Metro,https://archive.org/details/ajc00935_BS1998-10-26.ajcproject
ajc00936_bigger-lovers-2002-09-18,Bigger Lovers Live at Schubas Tavern 2002-09-18,9/18/02,Bigger Lovers,Schubas Tavern 2002-09-18,https://archive.org/details/ajc00936_bigger-lovers-2002-09-18
ajc00937_bigger-lovers-2002-12-10,Bigger Lovers Live at Schubas Tavern 2002-12-10,12/10/02,Bigger Lovers,Schubas Tavern 2002-12-10,https://archive.org/details/ajc00937_bigger-lovers-2002-12-10
ajc00938_bigger-lovers-2003-03-27,Bigger Lovers Live at Hideout 2003-03-27,3/27/03,Bigger Lovers,Hideout 2003-03-27,https://archive.org/details/ajc00938_bigger-lovers-2003-03-27
ajc00941_boneandbell2010-10-18,Bone & Bell Live at Schubas Tavern 2010-10-18,10/28/10,Bone & Bell,Schubas Tavern 2010-10-18,https://archive.org/details/ajc00941_boneandbell2010-10-18
ajc00942_boom_hank_2010-01-22,Boom Hank Live at Abbey Pub 2010-01-22,1/22/10,Boom Hank,Abbey Pub 2010-01-22,https://archive.org/details/ajc00942_boom_hank_2010-01-22
ajc00943_bright_eyes_2003-07-30,Bright Eyes Live at Abbey Pub 2003-07-30,7/30/03,Bright Eyes,Abbey Pub 2003-07-30,https://archive.org/details/ajc00943_bright_eyes_2003-07-30
ajc00946_colin-blunstone-and-rod-argent-2002-09-26,Colin Blunstone and Rod Argent Live at Abbey Pub 2002-09-26,9/26/02,Colin Blunstone and Rod Argent,Abbey Pub 2002-09-26,https://archive.org/details/ajc00946_colin-blunstone-and-rod-argent-2002-09-26
ajc00947_kayteebodle2001-08-13,Kaytee Bodle Live at Schubas Tavern 2001-08-13,8/13/01,Kaytee Bodle,Schubas Tavern 2001-08-13,https://archive.org/details/ajc00947_kayteebodle2001-08-13
ajc00950_mogwai1997-10-15.ajcproject,Mogwai Live at Lounge Ax on 1997-10-15,10/15/97,Mogwai,Lounge Ax,https://archive.org/details/ajc00950_mogwai1997-10-15.ajcproject
ajc00951_mucca_pazza_2008-05-31,Mucca Pazza Live at Do Division Fest 2008-05-31,5/31/08,Mucca Pazza,Do Division Fest 2008-05-31,https://archive.org/details/ajc00951_mucca_pazza_2008-05-31
ajc00952_peter-blegvad-1989-07-16,Peter Blegvad Live at Cabaret Metro 1989-07-16,7/16/89,Peter Blegvad,Cabaret Metro 1989-07-16,https://archive.org/details/ajc00952_peter-blegvad-1989-07-16
ajc00953_mogwai1999-09-10.ajcproject,Mogwai Live at Metro on 1999-09-10,9/10/99,Mogwai,Metro,https://archive.org/details/ajc00953_mogwai1999-09-10.ajcproject
ajc00954_mogwai1997-10-15.ajcproject,Mogwai Live at Reckless Records on 1997-10-15,10/15/97,Mogwai,Reckless Records,https://archive.org/details/ajc00954_mogwai1997-10-15.ajcproject
ajc00955_canasta2010-05-08_late,Canasta Live at Schubas Tavern 2010-05-08 (Late Show),5/8/10,Canasta,Schubas Tavern 2010-05-08 (Late Show),https://archive.org/details/ajc00955_canasta2010-05-08_late
ajc00956_braid_2004-05-29,Braid Live at Metro 2004-05-29,5/29/04,Braid,Metro 2004-05-29,https://archive.org/details/ajc00956_braid_2004-05-29
ajc00957_boredoms_2006-06-24,Boredoms Live at Intonation Festival - Union Park 2006-06-24,6/24/06,Boredoms,Intonation Festival - Union Park 2006-06-24,https://archive.org/details/ajc00957_boredoms_2006-06-24
ajc00958_eef_barzelay_2006-04-21,Eef Barzelay Live at Schubas Tavern 2006-04-21,4/21/06,Eef Barzelay,Schubas Tavern 2006-04-21,https://archive.org/details/ajc00958_eef_barzelay_2006-04-21
ajc00959_eef_barzelay_2006-04-22,Eef Barzelay Live at The House Cafe 2006-04-22,4/22/06,Eef Barzelay,The House Cafe 2006-04-22,https://archive.org/details/ajc00959_eef_barzelay_2006-04-22
ajc00960_the_brunettes_2006-04-04,The Brunettes Live at Schubas Tavern 2006-04-04,4/4/06,The Brunettes,Schubas Tavern 2006-04-04,https://archive.org/details/ajc00960_the_brunettes_2006-04-04
ajc00961_roy-book-binder-2004-09-03,Roy Book Binder Live at Schubas Tavern 2004-09-03,9/3/04,Roy Book Binder,Schubas Tavern 2004-09-03,https://archive.org/details/ajc00961_roy-book-binder-2004-09-03
ajc00962_folk_implosion_2000-02-29,The Folk Implosion Live at Schubas Tavern 2000-02-29 (Early show),2/29/00,The Folk Implosion,Schubas Tavern 2000-02-29 (Early show),https://archive.org/details/ajc00962_folk_implosion_2000-02-29
ajc00963_folk_implosion_2000-02-29,The Folk Implosion Live at Schubas Tavern 2000-02-29 (Late show),2/29/00,The Folk Implosion,Schubas Tavern 2000-02-29 (Late show),https://archive.org/details/ajc00963_folk_implosion_2000-02-29
ajc00964_BlackMountain2005-04-08.ajcproject,Black Mountain Live at Schubas Tavern on 2005-04-08,4/8/05,Black Mountain,Schubas Tavern,https://archive.org/details/ajc00964_BlackMountain2005-04-08.ajcproject
ajc00965_loubarlow2005-03-13,Lou Barlow Live at Schubas Tavern 2005-03-13,3/13/05,Lou Barlow,Schubas Tavern 2005-03-13,https://archive.org/details/ajc00965_loubarlow2005-03-13
ajc00966_darren-spitzer-2005-03-13,Darren Spitzer Live at Schubas Tavern 2005-03-13,3/13/05,Darren Spitzer,Schubas Tavern 2005-03-13,https://archive.org/details/ajc00966_darren-spitzer-2005-03-13
ajc00968_cheer-accident-2001-12-14,Cheer-Accident Live at Hideout 2001-12-14,12/14/01,Cheer-Accident,Hideout 2001-12-14,https://archive.org/details/ajc00968_cheer-accident-2001-12-14
ajc00970_calexico2004-09-21.ajcproject,Calexico Live at Double Door on 2004-09-21,9/21/04,Calexico,Double Door,https://archive.org/details/ajc00970_calexico2004-09-21.ajcproject
ajc00971_by-divine-right-2004-09-05,By Divine Right Live at Schubas Tavern 2004-09-05,9/5/04,By Divine Right,Schubas Tavern 2004-09-05,https://archive.org/details/ajc00971_by-divine-right-2004-09-05
ajc00972_coctails2005-01-15,The Coctails Live at Abbey Pub 2005-01-15,1/15/05,The Coctails,Abbey Pub 2005-01-15,https://archive.org/details/ajc00972_coctails2005-01-15
ajc00973_canasta_2004-10-26,Canasta Live at Double Door 2004-10-26,10/26/04,Canasta,Double Door 2004-10-26,https://archive.org/details/ajc00973_canasta_2004-10-26
ajc00974_canasta2005-01-16,Canasta Live at Schubas Tavern 2005-01-16,1/16/05,Canasta,Schubas Tavern 2005-01-16,https://archive.org/details/ajc00974_canasta2005-01-16
ajc00975_cheer-accident-2005-02-02,Cheer-Accident Live at Schubas Tavern 2005-02-02,2/2/05,Cheer-Accident,Schubas Tavern 2005-02-02,https://archive.org/details/ajc00975_cheer-accident-2005-02-02
ajc00979_rhys-chatham-guitar-trio-2007-02-08,Rhys Chatham Guitar Trio Live at Empty Bottle 2007-02-28,2/28/07,Rhys Chatham Guitar Trio,Empty Bottle 2007-02-28,https://archive.org/details/ajc00979_rhys-chatham-guitar-trio-2007-02-08
ajc00980_various_2002-08-07,Various Artists at Chicago's Finest Hour 2002-08-07,8/7/02,Various Artists,Chicago's Finest Hour 2002-08-07,https://archive.org/details/ajc00980_various_2002-08-07
ajc00982_pete-krebs-2003-04-25,Pete Krebs & The Who Now Live at Hideout 2003-04-25,4/25/03,Pete Krebs & The Who Now,Hideout 2003-04-25,https://archive.org/details/ajc00982_pete-krebs-2003-04-25
ajc00984_wacobros2008-03-29.ajcproject,Waco Brothers Live at Schubas Tavern on 2008-03-29,3/29/08,Waco Brothers,Schubas Tavern,https://archive.org/details/ajc00984_wacobros2008-03-29.ajcproject
ajc00985_wacobros2006-12-28.ajcproject,Waco Brothers Live at Schubas Tavern on 2006-12-28,12/28/06,Waco Brothers,Schubas Tavern,https://archive.org/details/ajc00985_wacobros2006-12-28.ajcproject
ajc00987_the_wedding_present_2005-04-23,The Wedding Present Live at Double Door 2005-04-23,4/23/05,The Wedding Present,Double Door 2005-04-23,https://archive.org/details/ajc00987_the_wedding_present_2005-04-23
ajc00988_wedding-present-2006-03-12,The Wedding Present Live at Double Door 2006-03-12,3/12/06,The Wedding Present,Double Door 2006-03-12,https://archive.org/details/ajc00988_wedding-present-2006-03-12
ajc00989_the-wrens-2005-07-17,The Wrens Live at Intonation Fest 2005-07-17,7/17/05,The Wrens,Intonation Fest 2005-07-17,https://archive.org/details/ajc00989_the-wrens-2005-07-17
ajc00991_wacobros1996-02-01.ajcproject,Waco Brothers Live at Cicero's on 1996-02-01,2/1/96,Waco Brothers,Cicero's,https://archive.org/details/ajc00991_wacobros1996-02-01.ajcproject
ajc00992_wire_2002-09-14,Wire Live at Metro 2002-09-14,9/14/02,Wire,Metro 2002-09-14,https://archive.org/details/ajc00992_wire_2002-09-14
ajc00993_thewrens2006-04-28,The Wrens Live at Schubas Tavern 2006-04-28,4/28/06,The Wrens,Schubas Tavern 2006-04-28,https://archive.org/details/ajc00993_thewrens2006-04-28
ajc00994_the_wrens_2006-02-10,The Wrens Live at Northwestern University 2006-02-10,2/10/06,The Wrens,Northwestern University 2006-02-10,https://archive.org/details/ajc00994_the_wrens_2006-02-10
ajc00995_thewrens2006-04-29,The Wrens Live at Schubas Tavern 2006-04-29,4/29/06,The Wrens,Schubas Tavern 2006-04-29,https://archive.org/details/ajc00995_thewrens2006-04-29
ajc01002_windsorforthederby-2002-07-01,Windsor for the Derby Live at Reckless Records 2002-07-01,7/1/02,Windsor for the Derby,Reckless Records 2002-07-01,https://archive.org/details/ajc01002_windsorforthederby-2002-07-01
ajc01003_windsorforthederby-2002-07-02,Windsor for the Derby Live at Empty Bottle 2002-07-02,7/2/02,Windsor for the Derby,Empty Bottle 2002-07-02,https://archive.org/details/ajc01003_windsorforthederby-2002-07-02
ajc01005_the_wedding_present_2005-04-24,The Wedding Present Live at Double Door 2005-04-24,4/24/05,The Wedding Present,Double Door 2005-04-24,https://archive.org/details/ajc01005_the_wedding_present_2005-04-24
ajc01006_archerprewitt2004-08-14,Archer Prewitt Live at Schubas Tavern 2004-08-14,8/14/04,Archer Prewitt,Schubas Tavern 2004-08-14,https://archive.org/details/ajc01006_archerprewitt2004-08-14
