identifier,title,date,creator,venue,url
ajc01624_latebphe2004-09-27.ajcproject,The Late B.P. Helium Live at Schubas Tavern on 2004-09-27,9/27/04,The Late B.P. Helium,Schubas Tavern,https://archive.org/details/ajc01624_latebphe2004-09-27.ajcproject
ajc01625_lax-2002-09-18,LAX Live at Schubas Tavern 2002-09-18,9/18/02,LAX,Schubas Tavern,https://archive.org/details/ajc01625_lax-2002-09-18
ajc01626_centro-matic2002-09-18.ajcproject,Centro-matic Live at Schubas Tavern on 2002-09-18,9/18/02,Centro-matic,Schubas Tavern,https://archive.org/details/ajc01626_centro-matic2002-09-18.ajcproject
ajc01627_karate-1996-06-21,Karate Live at Fireside Bowl 1996-06-21,6/21/96,Karate,Fireside Bowl,https://archive.org/details/ajc01627_karate-1996-06-21
ajc01628_boys_life_1996-06-21,Boys Life Live at Fireside Bowl 1996-06-21,6/21/96,Boys Life,Fireside Bowl,https://archive.org/details/ajc01628_boys_life_1996-06-21
ajc01629_laminated-cat-2010-04-30,Laminated Cat Live at Lincoln Hall 2010-04-30,4/30/10,Laminated Cat,Lincoln Hall,https://archive.org/details/ajc01629_laminated-cat-2010-04-30
ajc01630_generationals-2010-04-30,Generationals Live at Lincoln Hall 2010-04-30,4/30/10,Generationals,Lincoln Hall,https://archive.org/details/ajc01630_generationals-2010-04-30
ajc01631_rich-salamander-2010-12-23,Rich Salamander Live at Hideout 2010-12-23,12/23/10,Rich Salamander,Hideout,https://archive.org/details/ajc01631_rich-salamander-2010-12-23
ajc01632_kingsparrow2010-12-23,King Sparrow Live at Hideout 2010-12-23,12/23/10,King Sparrow,Hideout,https://archive.org/details/ajc01632_kingsparrow2010-12-23
ajc01633_screaming-yellow-zonkers-2007-02-27,Screaming Yellow Zonkers Live at Empty Bottle 2007-02-27,2/27/07,Screaming Yellow Zonkers,Empty Bottle,https://archive.org/details/ajc01633_screaming-yellow-zonkers-2007-02-27
ajc01634_primordialundermind2007-02-27,Primordial Undermind Live at Empty Bottle 2007-02-27,2/27/07,Primordial Undermind,Empty Bottle,https://archive.org/details/ajc01634_primordialundermind2007-02-27
ajc01635_miracle-condition-2010-10-18,Miracle Condition Live at Empty Bottle 2010-10-18,10/18/10,Miracle Condition,Empty Bottle,https://archive.org/details/ajc01635_miracle-condition-2010-10-18
ajc01636_joan-of-arc-2010-10-18,Joan of Arc Live at Empty Bottle 2010-10-18,10/18/10,Joan of Arc,Empty Bottle,https://archive.org/details/ajc01636_joan-of-arc-2010-10-18
ajc01637_bobbyconn-1996-06-16,Bobby Conn LIve at Fireside Bowl 1996-06-16,6/16/96,Bobby Conn,Fireside Bowl,https://archive.org/details/ajc01637_bobbyconn-1996-06-16
ajc01638_dog-1996-06-16,D.O.G. Live at Fireside Bowl 1996-06-16,6/16/96,D.O.G.,Fireside Bowl,https://archive.org/details/ajc01638_dog-1996-06-16
ajc01639_make-up_1996-06-16,The Make-Up Live at Fireside Bowl 1996-06-16,6/16/96,The Make-Up,Fireside Bowl,https://archive.org/details/ajc01639_make-up_1996-06-16
ajc01640_the_brain_1996-07-19,The Brain Live at Metro 1996-07-19,7/19/96,The Brain,Metro,https://archive.org/details/ajc01640_the_brain_1996-07-19
ajc01641_rome_1996-07-19,Rome Live at Metro 1996-07-19,7/19/96,Rome,Metro,https://archive.org/details/ajc01641_rome_1996-07-19
ajc01642_jcs_2002-03-30_late,Jesus Christ Superstar Live at Nevin's Live 2002-03-30 (late show),3/30/02,Jesus Christ Superstar,Nevin's Live,https://archive.org/details/ajc01642_jcs_2002-03-30_late
ajc01643_jcs_2002-03-30_early,Jesus Christ Superstar Live at Nevin's Live 2002-03-30 (early show),3/30/02,Jesus Christ Superstar,Nevin's Live,https://archive.org/details/ajc01643_jcs_2002-03-30_early
ajc01644_blindluckmusic2002-07-23,Blind Luck Music Live at Fireside Bowl 2002-07-23,7/23/02,Blind Luck Music,Fireside Bowl 2002-07-23,https://archive.org/details/ajc01644_blindluckmusic2002-07-23
ajc01645_welcomehometravis2002-07-23,Welcome Home Travis Live at Fireside Bowl 2002-07-23,7/23/02,Welcome Home Travis,Fireside Bowl 2002-07-23,https://archive.org/details/ajc01645_welcomehometravis2002-07-23
ajc01646_weedy-1996-06-20,Weedy Live at Lounge Ax 1996-06-20,6/20/96,Weedy,Lounge Ax,https://archive.org/details/ajc01646_weedy-1996-06-20
ajc01647_gold-medal-1996-06-20,Gold Medal Live at Lounge Ax 1996-06-20,6/20/96,Gold Medal,Lounge Ax,https://archive.org/details/ajc01647_gold-medal-1996-06-20
ajc01648_hooker-1996-06-20,Hooker Live at Lounge Ax 1996-06-20,6/20/96,Hooker,Lounge Ax,https://archive.org/details/ajc01648_hooker-1996-06-20
ajc01649_dinosaur-feathers-2011-06-14,Dinosaur Feathers Live at Schubas Tavern 2011-06-14,6/14/11,Dinosaur Feathers,Schubas Tavern,https://archive.org/details/ajc01649_dinosaur-feathers-2011-06-14
ajc01650_tape-deck-mountain-2011-06-14,Tape Deck Mountain Live at Schubas Tavern 2011-06-14,6/14/11,Tape Deck Mountain,Schubas Tavern,https://archive.org/details/ajc01650_tape-deck-mountain-2011-06-14
ajc01651_transformation-13-2004-06-07,Transformation 13 Live at Subterranean 2004-06-07,6/7/04,Transformation 13,Subterranean,https://archive.org/details/ajc01651_transformation-13-2004-06-07
ajc01652_the-teeth-2004-06-07,The Teeth Live at Subterranean 2004-06-07,6/7/04,The Teeth,Subterranean,https://archive.org/details/ajc01652_the-teeth-2004-06-07
ajc01653_unique-chique-2004-06-07,Unique Chique Live at Subterranean 2004-06-07,6/7/04,Unique Chique,Subterranean,https://archive.org/details/ajc01653_unique-chique-2004-06-07
ajc01654_rb_ez_2006-12-30,Rob Buscemi and Eric Ziegenhagen Live at Beat Kitchen 2006-12-30,12/30/06,Rob Buscemi and Eric Ziegenhagen,Beat Kitchen 2006-12-30,https://archive.org/details/ajc01654_rb_ez_2006-12-30
ajc01656_moon-swoon-2007-06-17,Moon Swoon Live at South Union Arts 2007-06-17,6/17/07,Moon Swoon,South Union Arts 2007-06-17,https://archive.org/details/ajc01656_moon-swoon-2007-06-17
ajc01657_anon-good-nurse-2007-06-17,Anon Good Nurse Live at South Union Arts 2007-06-17,6/17/07,Anon Good Nurse,South Union Arts 2007-06-17,https://archive.org/details/ajc01657_anon-good-nurse-2007-06-17
ajc01658_my-teenage-stride-2007-06-17,My Teenage Stride Live at South Union Arts 2017-06-17,6/17/07,My Teenage Stride,South Union Arts,https://archive.org/details/ajc01658_my-teenage-stride-2007-06-17
ajc01659_the-real-christs-2007-06-30,The Real Christs Live at Lucky Gator Loft 2007-06-30,6/30/07,The Real Christs,Lucky Gator Loft,https://archive.org/details/ajc01659_the-real-christs-2007-06-30
ajc0165_healhbeauty2015-05-25,Health And Beauty Live at The Empty Bottle 2015-05-25,5/25/15,Health and Beauty,The Empty Bottle 2015-05-25,https://archive.org/details/ajc0165_healhbeauty2015-05-25
ajc01660_the-accidents-2007-06-30,The Accidents Live at Lucky Gator Loft 2007-06-30,6/30/07,The Accidents,Lucky Gator Loft,https://archive.org/details/ajc01660_the-accidents-2007-06-30
ajc01661_das-kapital-2007-06-30,Das Kapital Live at Lucky Gator Loft 2007-06-30,6/30/07,Das Kapital,Lucky Gator Loft,https://archive.org/details/ajc01661_das-kapital-2007-06-30
ajc01662_no-slogan-2007-06-30,No Slogan Live at Lucky Gator Loft 2007-06-30,6/30/07,No Slogan,Lucky Gator Loft,https://archive.org/details/ajc01662_no-slogan-2007-06-30
ajc01663_sass-dragons-2007-06-30,Sass Dragons Live at Lucky Gator Loft 2007-06-30,6/30/07,Sass Dragons,Lucky Gator Loft,https://archive.org/details/ajc01663_sass-dragons-2007-06-30
ajc01664_pedway2008-10-26,Pedway Live at Hideout - Ears and Eyes Festival 2008-10-26,10/26/08,Pedway,Hideout,https://archive.org/details/ajc01664_pedway2008-10-26
ajc01665_fredlonberg-holmzenithworks2008-10-26,Fred Lonberg-Holm's Zenith Works Live at Hideout 2008-10-26,10/26/08,Fred Lonberg-Holm's Zenith Works,Hideout 2008-10-26,https://archive.org/details/ajc01665_fredlonberg-holmzenithworks2008-10-26
ajc01666_algernon2008-10-26,Algernon Live at Hideout - Ears and Eyes Festival 2008-10-26,10/26/08,Algernon,Hideout,https://archive.org/details/ajc01666_algernon2008-10-26
ajc01667_andrewilliams2010-10-16,Andre Williams and The Goldstars Live at Martyrs' 2010-10-16,10/16/10,Andre Williams and The Goldstars,Martyrs',https://archive.org/details/ajc01667_andrewilliams2010-10-16
ajc01668_fuckface_unstoppable_2009-06-21,Fuckface Unstoppable Live at Ronny's 2009-06-21,6/21/09,Fuckface Unstoppable,Ronny's 2009-06-21,https://archive.org/details/ajc01668_fuckface_unstoppable_2009-06-21
ajc01669_neosho-2009-06-21,Neosho Live at Ronny's 2009-06-21,6/21/09,Neosho,Ronny's 2009-06-21,https://archive.org/details/ajc01669_neosho-2009-06-21
ajc01670_upsilonacrux2009-06-21,Upsilon Acrux Live at Ronny's 2009-06-21,6/21/09,Upsilon Acrux,Ronny's,https://archive.org/details/ajc01670_upsilonacrux2009-06-21
ajc01671_egon-2002-03-19,Egon Live at Fireside Bowl 2002-03-19,3/19/02,Egon,Fireside Bowl,https://archive.org/details/ajc01671_egon-2002-03-19
ajc01672_mt-st-helens-2002-03-19,Mt St Helens Live at Fireside Bowl 2002-03-19,3/19/02,Mt. St. Helens,Fireside Bowl,https://archive.org/details/ajc01672_mt-st-helens-2002-03-19
ajc01673_bizarbies-2003-05-29,Bizarbies Live at Metro 2003-05-29,5/29/03,Bizarbies,Metro 2003-05-29,https://archive.org/details/ajc01673_bizarbies-2003-05-29
ajc01674_detholz-2003-05-29,Detholz! Live at Metro 2003-05-29,5/29/03,Detholz!,Metro,https://archive.org/details/ajc01674_detholz-2003-05-29
ajc01675_close-enough-2001-11-23,Close Enough Live at Metro 2001-11-23,11/23/01,Close Enough,Metro,https://archive.org/details/ajc01675_close-enough-2001-11-23
ajc01676_allister2001-11-23,Allister Live at Metro 2001-11-23,11/23/01,Allister,Metro,https://archive.org/details/ajc01676_allister2001-11-23
ajc01677_the_ponys_2005-09-17,The Ponys Live at Hideout Block Party 2005-09-17,9/17/05,The Ponys,Hideout,https://archive.org/details/ajc01677_the_ponys_2005-09-17
ajc01678_the_ms_2005-09-17,The M's Live at Hideout Block Party 2005-09-17,9/17/05,The M's,Hideout,https://archive.org/details/ajc01678_the_ms_2005-09-17
ajc01679_great-lakes-2006-08-30,Great Lakes Live at Abbey Pub 2006-08-30,8/30/06,Great Lakes,Abbey Pub,https://archive.org/details/ajc01679_great-lakes-2006-08-30
ajc0167_heligoats_2015-07-19,The Heligoats Live at Uncommon Ground 2015-07-19,7/19/15,The Heligoats,Uncommon Ground 2015-07-19,https://archive.org/details/ajc0167_heligoats_2015-07-19
ajc01680_clientele_2006-08-30,The Clientele Live at Abbey Pub 2006-08-30,8/30/06,The Clientele,Abbey Pub,https://archive.org/details/ajc01680_clientele_2006-08-30
ajc01681_busdriver-2008-09-12,Busdriver Live at Empty Bottle 2008-09-12,9/12/08,Busdriver,Empty Bottle,https://archive.org/details/ajc01681_busdriver-2008-09-12
ajc01682_lau-nau-2008-09-13,Lau Nau Live at Empty Bottle 2008-09-13,9/13/08,Lau Nau,Empty Bottle,https://archive.org/details/ajc01682_lau-nau-2008-09-13
ajc01683_flying-lotus-2008-09-13,Flying Lotus Live at Empty Bottle 2008-09-13,9/13/08,Flying Lotus,Empty Bottle,https://archive.org/details/ajc01683_flying-lotus-2008-09-13
ajc01684_coupleskate-2008-10-20,Coupleskate Live at Schubas Tavern 2008-10-20,10/20/08,Coupleskate,Schubas Tavern,https://archive.org/details/ajc01684_coupleskate-2008-10-20
ajc01685_justin-petertil-2008-10-20,Justin Petertil Live at Schubas Tavern 2008-10-20,10/20/08,Justin Petertil,Schubas Tavern,https://archive.org/details/ajc01685_justin-petertil-2008-10-20
ajc01686_henry-clay-people-2009-02-28,Henry Clay People Live at Schubas Tavern 2009-02-28,2/28/09,The Henry Clay People,Schubas Tavern,https://archive.org/details/ajc01686_henry-clay-people-2009-02-28
ajc01687_albertacross2009-02-28.ajcproject,Alberta Cross Live at Schubas Tavern on 2009-02-28,2/28/09,Alberta Cross,Schubas Tavern,https://archive.org/details/ajc01687_albertacross2009-02-28.ajcproject
ajc01688_thepeelers2003-04-27,The Peelers Live at Abbey Pub 2003-04-27,4/27/03,The Peelers,Abbey Pub,https://archive.org/details/ajc01688_thepeelers2003-04-27
ajc01689_atombombpocketknife-2003-04-27,Atombombpocketknife Live at Abbey Pub 2003-04-27,4/27/03,Atombombpocketknife,Abbey Pub,https://archive.org/details/ajc01689_atombombpocketknife-2003-04-27
ajc01690_mnathanson2002-06-10.ajcproject,Matt Nathanson Live at Abbey Pub on 2002-06-10,6/10/02,Matt Nathanson,Abbey Pub,https://archive.org/details/ajc01690_mnathanson2002-06-10.ajcproject
ajc01691_miadoitodd2002-06-12,Mia Doi Todd Live at Abbey Pub 2002-06-12,6/12/02,Mia Doi Todd,Abbey Pub 2002-06-12,https://archive.org/details/ajc01691_miadoitodd2002-06-12
ajc01692_plague-of-yeti-2000-07-24,Plague Of Yeti Live at Fireside Bowl 2000-07-24,7/24/00,Plague of Yeti,Fireside Bowl,https://archive.org/details/ajc01692_plague-of-yeti-2000-07-24
ajc01693_roots-of-orchis-2000-07-24,The Roots of Orchis Live at Fireside Bowl 2000-07-24,7/24/00,The Roots of Orchis,Fireside Bowl,https://archive.org/details/ajc01693_roots-of-orchis-2000-07-24
ajc01694_oma-yang-2000-07-24,Oma Yang Live at Fireside Bowl 2000-07-24,7/24/00,Oma Yang,Fireside Bowl,https://archive.org/details/ajc01694_oma-yang-2000-07-24
ajc01695_vertebrates-2000-07-14,Vertebrates Live at Odum 2000-07-14,7/14/00,Vertebrates,Odum 2000-07-14,https://archive.org/details/ajc01695_vertebrates-2000-07-14
ajc01696_scaramouche-2000-07-14,Scaramouche Live at Odum 2000-07-14,7/14/00,Scaramouche,Odum 2000-07-14,https://archive.org/details/ajc01696_scaramouche-2000-07-14
ajc01697_shugo-tokumaru-2008-09-13,Shugo Tokumaru Live at Empty Bottle 2008-09-13,9/13/08,Shugo Tokumaru,Empty Bottle 2008-09-13,https://archive.org/details/ajc01697_shugo-tokumaru-2008-09-13
ajc01698_daedelus-2008-09-13,Daedelus Live at Empty Bottle 2008-09-13,9/13/08,Daedelus,Empty Bottle 2008-09-13,https://archive.org/details/ajc01698_daedelus-2008-09-13
ajc01699_spectator-pump-1998-11-14,Spectator Pump Live at Fireside Bowl 1998-11-14,11/14/98,Spectator Pump,Fireside Bowl,https://archive.org/details/ajc01699_spectator-pump-1998-11-14
ajc01700_neutrino-1998-11-14,Neutrino Live at Fireside Bowl 1998-11-14,11/14/98,Neutrino,Fireside Bowl,https://archive.org/details/ajc01700_neutrino-1998-11-14
ajc01701_star-phase-23-1998-01-09,Star Phase 23 Live at Metro 1998-01-09,1/9/98,Star Phase 23,Metro 1998-01-09,https://archive.org/details/ajc01701_star-phase-23-1998-01-09
ajc01702_marvel-kind-1998-01-09,Marvel Kind Live at Metro 1998-01-09,1/9/98,Marvel Kind,Metro 1998-01-09,https://archive.org/details/ajc01702_marvel-kind-1998-01-09
ajc01703_fu-manchu-1997-12-01,Fu Manchu Live at The Quaker Goes Deaf 1997-12-01,12/1/97,Fu Manchu,The Quaker Goes Deaf 1997-12-01,https://archive.org/details/ajc01703_fu-manchu-1997-12-01
ajc01704_mustache-1997-12-01,Mustache Live at The Quaker Goes Deaf 1997-12-01,12/1/97,Mustache,The Quaker Goes Deaf 1997-12-01,https://archive.org/details/ajc01704_mustache-1997-12-01
ajc01705_silent-treatment-2004-05-29,Silent Treatment Live at Metro 2004-05-29,5/29/04,Silent Treatment,Metro 2004-05-29,https://archive.org/details/ajc01705_silent-treatment-2004-05-29
ajc01706_murder-by-death-2004-05-29,Murder By Death Live at Metro 2004-05-29,5/29/04,Murder By Death,Metro,https://archive.org/details/ajc01706_murder-by-death-2004-05-29
ajc01707_minus-the-bear-2004-05-29,Minus The Bear Live at Metro 2004-05-29,5/29/04,Minus The Bear,Metro,https://archive.org/details/ajc01707_minus-the-bear-2004-05-29
ajc01708_stanley-ross-2004-06-25,Stanley Ross Live at Subterranean 2004-06-25,6/25/04,Stanley Ross,Subterranean 2004-06-25,https://archive.org/details/ajc01708_stanley-ross-2004-06-25
ajc01709_swimmer-missing-2004-06-25,Swimmer Missing Live at Subterranean 2004-06-25,6/25/04,Swimmer Missing,Subterranean 2004-06-25,https://archive.org/details/ajc01709_swimmer-missing-2004-06-25
ajc01710_harlan-pepper-2004-06-25,Harlan Pepper Live at Subterranean 2004-06-25,6/25/04,Harlan Pepper,Subterranean 2004-06-25,https://archive.org/details/ajc01710_harlan-pepper-2004-06-25
ajc01711_soft-candy-2011-01-18,Soft Candy Live at Empty Bottle 2011-01-18,1/18/11,Soft Candy,Empty Bottle 2011-01-18,https://archive.org/details/ajc01711_soft-candy-2011-01-18
ajc01712_city-states-2011-01-18,City States Live at Empty Bottle 2011-01-18,1/18/11,City States,Empty Bottle 2011-01-18,https://archive.org/details/ajc01712_city-states-2011-01-18
ajc01713_spirit-animal-2011-01-18,Spirit Animal Live at Empty Bottle 2011-01-18,1/18/11,Spirit Animal,Empty Bottle 2011-01-18,https://archive.org/details/ajc01713_spirit-animal-2011-01-18
ajc01714_coi_2005-03-05,Captain Of Industry Live at Bottom Lounge 2005-03-05,3/5/05,Captain Of Industry,Bottom Lounge 2005-03-05,https://archive.org/details/ajc01714_coi_2005-03-05
ajc01715_colossal_2005-03-05,Colossal Live at Bottom Lounge 2005-03-05,3/5/05,Colossal,Bottom Lounge 2005-03-05,https://archive.org/details/ajc01715_colossal_2005-03-05
ajc01716_calvin_dont_jump_2003-03-03,"Calvin, Don't Jump Live at Schubas Tavern 2003-03-03",3/3/03,"Calvin, Don't Jump",Schubas Tavern 2003-03-03,https://archive.org/details/ajc01716_calvin_dont_jump_2003-03-03
ajc01717_wontons_2001-11-07,The Wontons Live at Prodigal Son 2001-11-07,11/7/01,The Wontons,Prodigal Son 2001-11-07,https://archive.org/details/ajc01717_wontons_2001-11-07
ajc01718_english_softhearts_2001-11-07,The English Softhearts Live at Prodigal Son 2001-11-07,11/7/01,The English Softhearts,Prodigal Son 2001-11-07,https://archive.org/details/ajc01718_english_softhearts_2001-11-07
ajc01719_casey-neill-2005-09-16,Casey Neill Live at Hideout Block Party 2005-09-16,9/16/05,Casey Neill,Hideout Block Party 2005-09-16,https://archive.org/details/ajc01719_casey-neill-2005-09-16
ajc01720_autumn-defense-2005-09-16,The Autumn Defense Live at Hideout 2005-09-16,9/16/05,The Autumn Defense,Hideout 2005-09-16,https://archive.org/details/ajc01720_autumn-defense-2005-09-16
ajc01723_barry-mc-cormack-2009-04-18,Barry McCormack Live at Schubas Tavern 2009-04-18,4/18/09,Barry McCormack,Schubas Tavern 2009-04-18,https://archive.org/details/ajc01723_barry-mc-cormack-2009-04-18
ajc01724_marissa-nadler-2009-04-18,Marissa Nadler Live at Schubas Tavern 2009-04-18,4/18/09,Marissa Nadler,Schubas Tavern 2009-04-18,https://archive.org/details/ajc01724_marissa-nadler-2009-04-18
ajc01725_ghbt-2002-02-25,George Harrison Birthday Tribute Live at Schubas Tavern,2/25/02,George Harrison Birthday Tribute,Schubas Tavern,https://archive.org/details/ajc01725_ghbt-2002-02-25
ajc01726_smallwire2005-01-17,Small Wire Live at Schubas Tavern 2005-01-17,1/17/05,Small Wire,Schubas Tavern 2005-01-17,https://archive.org/details/ajc01726_smallwire2005-01-17
ajc01727_sfrisbie2005-01-28,Steve Frisbie Live at Hideout 2005-01-28,1/28/05,Steve Frisbie,Hideout 2005-01-28,https://archive.org/details/ajc01727_sfrisbie2005-01-28
ajc01728_edithfrost2004-12-30,Edith Frost Live at Beat Kitchen 2004-12-30,12/30/04,Edith Frost,Beat Kitchen 2004-12-30,https://archive.org/details/ajc01728_edithfrost2004-12-30
ajc01729_longdistancerunner_2004-12-04,Longdistancerunner Liv at Beat Kitchen 2004-12-04,12/4/04,Longdistancerunner,Beat Kitchen 2004-12-04,https://archive.org/details/ajc01729_longdistancerunner_2004-12-04
ajc01730_greenlight_2005-04-09,Greenlight Live at Beat Kitchen 2005-04-09,4/9/05,Greenlight,Beat Kitchen 2005-04-09,https://archive.org/details/ajc01730_greenlight_2005-04-09
ajc01731_nueva_cats_2005-04-09,Nueva Cats Live at Beat Kitchen 2005-04-09,4/9/05,Nueva Cats,Beat Kitchen 2005-04-09,https://archive.org/details/ajc01731_nueva_cats_2005-04-09
ajc01732_bsq_2004-05-21,The Butchershop Quartet Live at Subterranean 2004-05-21,5/21/04,The Butchershop Quartet,Subterranean 2004-05-21,https://archive.org/details/ajc01732_bsq_2004-05-21
ajc01733_nomo_2004-05-31,NOMO Live at Subterranean 2004-05-31,5/31/04,NOMO,Subterranean 2004-05-31,https://archive.org/details/ajc01733_nomo_2004-05-31
ajc01734_makebelieve2004-04-17,Make Believe Live at Logan Square Auditorium 2004-04-17,4/17/04,Make Believe,Logan Square Auditorium 2004-04-17,https://archive.org/details/ajc01734_makebelieve2004-04-17
ajc01735_manishevitz_2003-11-09,Manishevitz Live at Gunther's 2003-11-09,11/9/03,Manishevitz,Gunther's 2003-11-09,https://archive.org/details/ajc01735_manishevitz_2003-11-09
ajc01736_ariel_pink_2005-04-27,Ariel Pink Live at Empty Bottle 2005-04-27,4/27/05,Ariel Pink,Empty Bottle 2005-04-27,https://archive.org/details/ajc01736_ariel_pink_2005-04-27
ajc01737_palliard_2004-09-28,Palliard Live at open end gallery 2004-09-28,9/28/04,Palliard,open end gallery 2004-09-28,https://archive.org/details/ajc01737_palliard_2004-09-28
ajc01738_earlies_2005-12-10,The Earlies Live at Empty Bottle 2005-12-10,12/10/05,The Earlies,Empty Bottle 2005-12-10,https://archive.org/details/ajc01738_earlies_2005-12-10
